f(x),orientation,winE,winW,transmitance
133.07145,72.08,5.45,5.854,0.3367
133.064523,71.75,5.494,5.879,0.3339
133.452988,70.69,5.442,5.881,0.3341
140.402756,46.23,5.424,5.83,0.7507
153.181082,0.0,3.0,3.0,0.5
137.745553,179.71,5.86,5.833,0.2042
171.606387,177.37,5.89,0.112,0.7972
168.038604,179.31,0.138,5.739,0.7957
135.214373,122.59,5.899,5.899,0.3017
134.126198,99.94,5.898,5.899,0.3999
141.660595,180.0,5.9,5.9,0.4962
139.814256,-179.97,5.844,5.878,0.4474
170.802035,178.66,5.84,0.31,0.2231
171.195597,170.39,0.18,5.858,0.2032
137.495362,40.88,5.899,5.314,0.4958
135.719836,40.94,5.866,5.889,0.3388
133.858776,90.62,5.875,5.9,0.3908
150.363357,-177.33,2.054,5.81,0.799
142.494981,103.78,2.677,5.896,0.5087
145.303055,-162.23,5.321,5.893,0.7794
135.515713,48.73,4.941,5.9,0.4413
133.564751,82.84,5.9,5.898,0.3844
133.547997,75.09,5.9,5.9,0.3895
133.539682,75.18,5.9,5.9,0.3888
133.630297,74.83,5.9,5.734,0.3881
133.559387,74.57,5.9,5.9,0.3867
133.537444,75.19,5.9,5.9,0.3888
133.53708,75.19,5.818,5.9,0.3888
162.435666,-168.97,1.058,5.899,0.2104
139.049053,-76.75,3.486,5.884,0.594
135.757956,-77.1,5.775,5.877,0.6022
133.703082,80.62,5.887,5.899,0.3943
133.400768,75.65,5.239,5.875,0.2911
133.276541,76.98,5.85,5.853,0.334
166.1242,-146.1,5.84,0.828,0.7812
138.374888,-95.77,4.365,5.889,0.2069
134.552834,-73.38,4.847,5.851,0.4095
133.436322,79.03,5.533,5.898,0.3155
133.598065,77.88,5.834,5.881,0.3655
134.986387,51.26,5.9,5.9,0.2
172.536205,-179.59,5.794,0.318,0.2148
144.145212,-40.78,5.858,2.792,0.287
135.991354,-48.82,5.838,4.789,0.2391
133.31186,82.33,5.663,5.893,0.3346
136.114241,45.24,5.113,4.908,0.2375
236.566486,-180.0,0.1,0.1,0.8
133.930262,84.77,5.848,5.54,0.3322
133.463471,79.32,5.88,5.9,0.3319
133.076857,72.24,5.819,5.859,0.3323
133.174032,68.8,5.787,5.809,0.3299
133.109912,71.18,5.816,5.872,0.336
152.581971,174.88,3.248,3.17,0.7969
147.381307,166.41,5.895,2.465,0.519
145.009841,-6.58,5.822,2.775,0.6379
133.197627,72.62,5.769,5.857,0.3299
133.179479,73.18,5.83,5.839,0.3333
133.281258,69.88,5.785,5.867,0.3316
147.2259,179.86,3.491,3.641,0.3353
140.302576,128.19,4.329,4.289,0.6066
140.295285,-23.27,4.858,3.921,0.4376
133.327568,76.19,5.732,5.865,0.3364
136.752256,131.6,5.885,4.902,0.2347
136.799024,108.92,4.999,4.913,0.2766
147.879116,37.51,2.134,5.876,0.7977
145.669959,179.3,4.214,5.898,0.7759
142.81313,5.53,3.118,5.766,0.315
133.295655,74.36,5.809,5.842,0.3275
133.075351,72.11,5.82,5.856,0.334
133.108689,71.6,5.797,5.861,0.3356
133.080315,70.7,5.822,5.84,0.3335
133.081423,72.2,5.806,5.853,0.3341
133.093752,71.87,5.819,5.862,0.3341
144.499119,-179.5,5.899,3.016,0.5334
142.769109,-12.48,4.637,4.534,0.6415
136.308443,-165.15,5.845,5.544,0.2284
133.102885,71.38,5.821,5.847,0.3334
133.23377,72.29,5.805,5.847,0.3333
133.086388,72.12,5.822,5.867,0.3361
148.037207,162.78,5.875,3.366,0.7969
140.191296,174.11,3.512,5.883,0.3418
135.852786,-105.74,5.897,4.498,0.4186
133.082884,72.26,5.824,5.863,0.3325
136.501914,126.67,4.882,5.609,0.2354
197.595334,-180.0,0.1,3.155,0.2
142.29251,-177.83,2.856,5.857,0.3996
137.888404,112.13,5.815,3.923,0.4261
139.02758,-16.88,4.766,5.895,0.2867
133.082796,72.08,5.793,5.859,0.3362
133.192982,73.09,5.814,5.876,0.3348
133.089391,72.01,5.789,5.852,0.3383
133.18383,73.34,5.827,5.849,0.3346
133.20637,72.73,5.824,5.853,0.3343
133.08189,72.21,5.82,5.858,0.3335
162.42041,-57.63,0.171,5.763,0.4748
139.476223,89.16,3.787,4.509,0.425
138.390511,129.21,4.298,5.899,0.5474
133.083842,70.72,5.835,5.852,0.3361
133.301519,69.9,5.845,5.81,0.3323
133.11431,71.7,5.813,5.853,0.337
137.680861,-87.93,5.856,4.008,0.7995
140.75627,-164.3,4.61,4.717,0.5919
139.296003,-25.21,5.824,4.988,0.3847
133.240388,72.36,5.794,5.85,0.3366
133.581442,60.99,5.878,5.53,0.2763
133.314526,70.08,5.483,5.9,0.3441
150.746281,-179.94,3.8,3.253,0.27
143.744272,-46.71,4.154,5.805,0.7895
137.64916,-168.17,4.453,5.043,0.3463
133.314378,69.78,5.821,5.853,0.3367
133.221935,73.03,5.8,5.871,0.3404
133.102813,71.22,5.838,5.853,0.3353
133.10806,71.05,5.822,5.843,0.3332
133.103103,71.58,5.821,5.85,0.3336
133.081982,72.14,5.814,5.855,0.3341
136.831295,-89.98,5.888,4.047,0.6026
144.645899,159.2,5.893,5.189,0.6979
142.104282,-11.24,3.934,5.887,0.4966
133.205318,72.48,5.822,5.855,0.3319
133.097851,71.24,5.807,5.851,0.3332
133.109874,71.23,5.79,5.866,0.3362
149.156864,99.93,5.875,2.601,0.2206
140.980266,-177.07,5.898,3.545,0.2905
134.344241,-88.83,5.793,5.896,0.3043
133.075414,72.06,5.807,5.854,0.3338
138.895872,13.53,4.864,4.986,0.4311
192.688544,88.89,2.845,0.1,0.2639
147.054786,-45.76,3.688,3.883,0.2353
137.573963,68.39,5.899,4.164,0.6494
138.174686,164.31,4.819,5.008,0.4154
133.231247,73.22,5.675,5.749,0.2856
133.104434,71.27,5.694,5.788,0.3187
133.084551,71.92,5.817,5.863,0.3326
133.185657,73.23,5.829,5.852,0.3351
133.208474,72.67,5.825,5.854,0.3346
133.085996,71.85,5.821,5.853,0.3338
156.111616,-105.7,2.852,2.908,0.7989
141.610825,-94.89,3.399,4.604,0.4509
136.149993,-121.46,5.483,4.592,0.2896
133.152741,73.9,5.658,5.798,0.3012
133.098302,70.65,5.667,5.751,0.3089
133.07564,71.96,5.808,5.857,0.3342
133.180306,73.18,5.83,5.85,0.3351
133.212489,72.65,5.825,5.853,0.3346
133.223567,72.38,5.823,5.855,0.3343
143.945105,44.92,4.339,3.071,0.7984
139.559623,49.66,3.434,5.736,0.6598
143.946149,-30.86,5.83,5.034,0.7218
133.182603,73.12,5.681,5.792,0.3066
133.101997,71.06,5.606,5.705,0.3023
133.07512,71.96,5.818,5.857,0.3338
133.109218,71.55,5.82,5.877,0.3348
133.094357,71.76,5.819,5.867,0.3343
133.093146,71.86,5.818,5.862,0.334
139.776497,121.41,4.363,4.791,0.7144
233.41979,-145.69,0.183,0.326,0.4
137.267117,172.72,5.894,5.84,0.2098
147.748182,-179.44,5.883,5.863,0.7896
140.378615,-31.66,5.887,5.894,0.4484
138.356474,179.52,5.9,5.898,0.3087
137.421379,179.29,5.899,4.886,0.3036
146.557249,180.0,5.9,3.858,0.8
171.4165,178.63,0.134,5.866,0.2109
169.01874,178.81,5.892,0.141,0.4692
144.01289,-50.35,5.785,2.518,0.7977
134.932493,114.66,5.9,5.21,0.2528
138.408526,113.5,4.949,4.918,0.2024
148.751298,2.92,5.9,5.9,0.8
154.269487,-176.73,5.887,2.328,0.2049
138.673579,67.73,5.897,3.243,0.5018
138.376028,-43.24,5.892,4.073,0.2318
134.611732,57.12,5.893,4.726,0.3036
133.981504,68.08,5.899,5.168,0.2435
134.073175,64.78,5.9,5.218,0.2368
133.983569,68.09,5.9,5.167,0.2434
134.771219,69.03,5.581,5.011,0.2304
133.982313,68.2,5.9,5.17,0.2436
133.959502,67.91,5.9,5.168,0.2439
134.12625,60.71,5.9,5.164,0.2591
156.624476,-131.57,0.922,5.851,0.7945
168.232385,170.92,0.144,5.878,0.792
142.397726,-178.62,5.673,3.624,0.5264
134.524793,88.26,5.898,4.932,0.2866
134.006224,64.59,5.894,5.186,0.2483
134.012472,67.43,5.9,5.109,0.2516
154.501931,-179.22,1.885,5.896,0.226
139.653268,84.02,3.093,5.898,0.4433
140.30449,-61.94,3.436,5.61,0.6459
136.312432,38.52,5.896,5.078,0.2317
133.571702,72.17,5.886,5.261,0.2583
133.729002,74.66,5.897,5.348,0.2623
136.571877,-173.58,4.961,5.855,0.2782
136.08271,116.2,5.448,5.301,0.5134
138.591424,-45.77,3.879,5.65,0.3027
133.773354,72.36,5.852,5.25,0.2594
136.169179,131.52,4.945,5.891,0.2918
207.516922,-180.0,2.631,0.1,0.2
133.738008,72.41,5.9,5.251,0.2593
133.875309,75.13,5.885,5.258,0.2531
133.585985,70.44,5.887,5.276,0.2569
133.711509,72.48,5.886,5.277,0.259
133.74125,72.39,5.886,5.261,0.2575
140.12958,-179.11,4.513,5.879,0.529
140.622131,-38.2,5.164,4.195,0.6035
138.843871,24.04,4.441,4.585,0.4384
133.440958,74.52,5.892,5.875,0.2359
133.222089,72.53,5.896,5.869,0.2524
133.199553,72.74,5.895,5.856,0.2552
148.107034,-176.85,3.753,3.557,0.7746
137.398866,-114.4,4.708,4.518,0.4027
139.491821,33.01,4.39,5.883,0.5809
133.074861,70.83,5.897,5.775,0.2699
133.255427,69.48,5.9,5.809,0.2718
133.209707,73.08,5.891,5.727,0.2665
156.069769,87.1,5.84,1.682,0.2077
146.090831,178.1,3.762,3.36,0.4437
134.488048,-79.56,5.897,5.781,0.2136
133.138154,71.08,5.861,5.769,0.266
133.097831,70.47,5.894,5.761,0.2659
133.086302,70.55,5.889,5.769,0.2688
133.121358,71.43,5.9,5.759,0.2706
133.085563,71.88,5.888,5.784,0.2695
133.07797,70.46,5.899,5.784,0.2699
180.409003,142.34,3.101,0.669,0.799
149.378125,-66.23,5.691,2.044,0.4225
141.391247,176.53,3.858,5.779,0.5453
133.118248,70.91,5.895,5.78,0.2683
133.311958,70.08,5.894,5.762,0.2695
133.110194,71.29,5.897,5.781,0.2703
159.274974,-43.23,0.783,5.856,0.4645
136.760726,-138.17,5.848,5.822,0.449
135.717511,42.77,4.568,5.863,0.3486
133.150211,73.57,5.896,5.806,0.2633
133.078412,70.74,5.894,5.768,0.2659
133.112427,71.76,5.895,5.784,0.2663
161.860854,29.58,1.616,3.778,0.7996
137.516038,63.3,5.842,4.4,0.6557
137.628159,-32.92,5.335,5.17,0.3141
133.112436,71.83,5.888,5.766,0.2679
133.114244,71.31,5.875,5.785,0.2705
133.133277,71.08,5.89,5.768,0.2657
133.068625,70.71,5.9,5.773,0.27
133.302679,70.01,5.889,5.768,0.2717
133.303413,70.36,5.895,5.77,0.2709
133.076699,70.78,5.9,5.772,0.2695
145.793463,84.53,2.173,5.887,0.6808
142.322796,179.1,5.733,3.712,0.5842
134.770237,108.25,5.886,5.887,0.3944
133.080722,71.94,5.898,5.779,0.2694
133.315912,74.4,5.899,5.781,0.2716
133.314342,70.25,5.897,5.773,0.265
147.034994,177.68,5.842,5.873,0.7421
139.51609,-25.79,5.899,3.993,0.4376
137.4831,115.26,4.909,4.222,0.4024
133.11148,71.85,5.894,5.774,0.2679
133.070067,72.17,5.889,5.796,0.268
133.109362,71.22,5.885,5.782,0.2698
158.034371,71.88,2.178,4.347,0.2091
141.280423,-138.8,5.655,3.975,0.7315
135.177609,-121.28,5.892,4.835,0.3163
133.058722,71.97,5.887,5.806,0.2685
133.330818,66.16,5.444,5.883,0.2926
134.911754,101.05,5.9,5.9,0.2
133.153761,73.07,5.897,5.82,0.2694
133.065812,72.25,5.874,5.805,0.2684
133.090542,71.61,5.885,5.807,0.2682
145.546319,5.43,4.022,3.684,0.7904
143.431044,-124.45,2.695,5.879,0.44
136.091094,-77.79,4.323,5.852,0.4851
133.161619,72.83,5.672,5.887,0.2844
133.29323,75.04,5.753,5.889,0.2655
133.038228,73.65,5.624,5.892,0.2869
171.830837,-178.05,5.705,0.134,0.6606
139.819919,78.0,4.311,3.807,0.578
137.656376,39.66,5.723,4.655,0.5077
133.061804,73.41,5.614,5.867,0.2904
133.19513,75.01,5.588,5.893,0.2893
133.137677,72.42,5.622,5.879,0.2876
145.532591,-179.96,3.513,5.843,0.7988
136.277656,-89.65,5.753,5.865,0.6438
135.551345,116.71,4.364,5.853,0.4505
133.239221,75.72,5.675,5.827,0.2887
133.179854,74.95,5.627,5.898,0.288
133.093894,73.05,5.6,5.875,0.2849
133.039797,73.44,5.617,5.9,0.2873
133.045541,73.36,5.631,5.9,0.2859
133.03075,73.74,5.619,5.89,0.2864
145.589581,83.35,5.786,2.218,0.7062
137.092417,-117.73,4.944,4.906,0.5649
135.124094,-101.9,5.114,5.885,0.3491
133.131734,68.48,5.77,5.873,0.2757
133.021473,71.69,5.583,5.85,0.2919
133.02287,71.17,5.575,5.835,0.2923
149.152435,177.99,2.502,5.875,0.2598
139.829898,17.2,4.506,5.644,0.2006
134.509022,81.33,5.038,5.222,0.4102
134.110449,86.67,5.653,5.36,0.3495
132.976694,72.16,5.601,5.869,0.2945
132.99281,71.41,5.597,5.856,0.2965
143.166793,31.05,4.046,5.793,0.7987
143.856878,10.62,5.896,5.778,0.6173
138.529728,-72.41,4.588,4.826,0.7772
132.962557,70.59,5.63,5.876,0.2955
132.977817,71.69,5.626,5.857,0.2957
132.96778,70.54,5.613,5.877,0.2964
133.052778,71.07,5.641,5.9,0.296
133.210082,69.88,5.627,5.868,0.2946
132.967115,70.44,5.633,5.873,0.2963
144.284051,175.37,5.888,2.798,0.3204
142.413412,-5.81,3.446,5.886,0.4488
138.487195,176.76,5.055,5.17,0.4201
133.045267,73.9,5.623,5.861,0.2989
133.31329,72.85,5.328,5.762,0.3055
133.190234,72.36,5.512,5.822,0.2936
145.820544,29.38,4.79,2.821,0.3217
140.630669,-136.27,4.454,5.694,0.6974
139.268157,2.27,5.766,5.877,0.2785
133.319003,76.29,5.529,5.782,0.3069
133.336996,70.06,5.751,5.77,0.2747
132.984337,71.41,5.627,5.877,0.2968
143.144199,108.26,3.475,4.753,0.3143
145.139573,-8.0,5.597,3.894,0.7535
135.19189,76.43,5.86,4.437,0.4167
133.011328,71.51,5.595,5.849,0.2938
132.990719,71.51,5.621,5.866,0.2983
132.949295,70.79,5.629,5.876,0.296
132.943687,70.44,5.633,5.898,0.2964
132.948919,70.62,5.631,5.887,0.2962
132.963222,70.63,5.624,5.876,0.2962
140.264182,-103.39,4.548,4.739,0.2061
142.270158,28.51,3.451,4.78,0.6713
134.719609,-84.38,5.755,4.921,0.4402
133.185625,74.59,5.617,5.876,0.2998
133.445518,63.85,5.323,5.883,0.3369
133.210673,69.29,5.59,5.9,0.3007
140.930003,-52.95,3.563,4.368,0.519
140.899747,129.83,5.777,3.721,0.2258
137.314222,-112.26,4.805,5.894,0.2128
132.954382,70.62,5.63,5.876,0.2971
133.402417,68.74,5.074,5.892,0.3117
133.215427,71.04,5.897,5.514,0.2978
168.107739,179.88,0.824,4.604,0.4821
137.0753,98.71,4.163,5.085,0.5611
135.605891,-144.9,5.899,5.874,0.3107
133.388037,76.48,5.697,5.609,0.2978
133.145909,72.35,5.606,5.84,0.2949
133.075279,71.27,5.81,5.847,0.2702
132.971941,71.3,5.616,5.9,0.2969
132.977014,71.37,5.619,5.898,0.298
132.983267,71.0,5.613,5.899,0.297
145.002708,-17.39,5.832,2.513,0.6164
143.298981,-175.68,5.814,5.784,0.6019
137.093337,47.24,4.524,4.553,0.301
132.999642,71.32,5.59,5.877,0.2951
133.201177,72.36,5.643,5.883,0.2964
133.182272,72.8,5.855,5.812,0.2683
144.842676,-166.28,3.083,4.614,0.6067
137.903566,-145.66,3.88,5.837,0.3626
138.573103,-40.41,4.829,4.881,0.4798
133.390324,76.47,5.293,5.883,0.3251
133.03385,70.83,5.792,5.857,0.2714
133.0313,71.47,5.568,5.844,0.2901
141.3157,-102.3,4.067,3.888,0.6588
139.010774,-108.9,5.783,3.473,0.3924
138.45017,20.06,5.764,5.202,0.398
133.223366,69.8,5.561,5.89,0.2915
132.985878,71.9,5.596,5.868,0.2948
133.032447,71.44,5.574,5.841,0.2923
133.031989,70.52,5.64,5.894,0.2986
133.038819,70.48,5.636,5.896,0.2975
133.159107,70.16,5.631,5.898,0.2961
140.40773,137.04,4.944,5.894,0.6377
139.477671,126.72,5.105,4.41,0.6117
137.018198,-163.55,5.205,5.178,0.3753
133.44723,80.38,5.891,5.72,0.2928
133.103941,71.83,5.712,5.77,0.3237
133.08951,71.83,5.648,5.82,0.3092
148.018188,-84.87,2.461,4.4,0.7878
139.557393,157.74,5.862,4.114,0.4595
139.780689,2.37,5.402,3.982,0.3242
133.180743,73.9,5.669,5.757,0.3156
133.027216,71.24,5.614,5.812,0.3098
132.935418,70.72,5.631,5.896,0.2965
146.898792,179.43,3.123,5.824,0.7856
137.076654,-99.78,5.896,4.045,0.5433
140.659991,-41.34,4.713,5.506,0.5983
132.978107,70.71,5.613,5.833,0.3062
133.010124,71.11,5.594,5.845,0.3035
133.012786,70.43,5.591,5.822,0.3086
133.031566,71.25,5.651,5.897,0.2956
133.051633,70.98,5.641,5.897,0.2961
133.01618,70.85,5.636,5.897,0.2963
149.694273,164.36,2.6,4.118,0.6218
138.739181,-41.75,4.309,4.369,0.3487
136.811187,-132.65,4.774,5.669,0.4492
133.001595,71.02,5.622,5.83,0.3029
133.190337,70.32,5.631,5.845,0.3063
133.038538,71.47,5.611,5.807,0.3063
156.687146,-35.69,1.801,5.866,0.2112
139.628488,-167.89,5.826,4.778,0.4785
135.960524,100.32,4.837,5.013,0.308
133.031334,70.93,5.583,5.812,0.3052
133.035054,72.25,5.6,5.803,0.3183
133.025791,71.16,5.601,5.822,0.3072
137.825094,-172.68,5.719,4.945,0.2048
138.393515,90.72,3.793,4.797,0.4408
136.572586,130.26,5.852,4.67,0.366
133.26393,69.38,5.563,5.8,0.3151
132.997631,71.58,5.616,5.841,0.3005
133.117065,73.32,5.613,5.813,0.3191
133.254385,70.32,5.639,5.89,0.2986
133.042532,70.52,5.635,5.893,0.2976
132.92962,70.62,5.633,5.895,0.297
152.056016,175.94,3.753,2.882,0.7997
142.787656,1.19,4.785,3.24,0.5035
135.483324,-88.77,5.218,5.226,0.2723
132.988399,71.93,5.591,5.863,0.3011
132.98631,72.28,5.59,5.87,0.2923
132.940278,70.68,5.631,5.897,0.2969
197.65994,171.69,2.738,0.89,0.2112
142.011171,-101.47,4.512,3.386,0.5097
135.686397,-77.15,4.368,5.299,0.3765
133.008952,71.62,5.613,5.835,0.2992
133.030625,71.21,5.595,5.83,0.3047
133.017849,71.64,5.563,5.857,0.3
169.857108,-177.69,2.553,3.003,0.2874
142.916092,16.99,4.817,4.955,0.6987
137.299947,101.94,5.717,4.208,0.5271
133.008471,71.29,5.607,5.866,0.2964
133.132078,72.32,5.614,5.853,0.3008
133.055291,71.08,5.639,5.9,0.2987
133.024542,71.91,5.641,5.899,0.2976
133.032595,70.6,5.638,5.892,0.296
133.05932,70.95,5.636,5.896,0.2971
145.751872,-128.35,5.804,2.398,0.6414
140.717177,-129.66,3.403,5.828,0.5632
134.758895,-73.65,5.466,4.371,0.3531
133.059414,73.33,5.6,5.892,0.2946
132.991067,70.82,5.592,5.828,0.3018
132.935995,70.57,5.632,5.895,0.2967
139.905329,96.38,3.692,5.88,0.2119
138.94741,179.82,4.048,5.724,0.3509
135.271047,-78.93,5.405,5.659,0.523
132.938662,70.78,5.619,5.898,0.2972
132.983963,70.75,5.619,5.808,0.3077
132.99416,70.45,5.613,5.823,0.3028
158.801099,48.58,1.718,4.56,0.5174
135.551797,55.66,5.9,5.871,0.4893
134.759515,65.55,4.815,5.717,0.499
132.978659,72.03,5.589,5.886,0.2972
133.042799,71.52,5.634,5.791,0.3079
132.983002,71.77,5.596,5.889,0.2996
133.038011,70.45,5.636,5.9,0.297
177.103919,-45.68,3.279,1.168,0.7221
142.666584,-78.38,3.049,5.862,0.7977
141.141251,173.45,5.889,5.839,0.4809
132.970818,72.26,5.614,5.887,0.2962
132.936919,70.86,5.63,5.878,0.2969
133.040033,71.34,5.613,5.797,0.3112
141.019903,92.6,5.156,3.587,0.778
140.311689,163.58,4.348,4.401,0.5049
135.906197,99.5,4.11,5.747,0.3435
133.081699,73.39,5.583,5.872,0.2934
133.052771,71.88,5.608,5.775,0.3207
133.020545,71.07,5.607,5.829,0.3021
155.817065,152.62,4.921,1.796,0.5434
140.144146,-177.71,5.076,3.799,0.2962
139.604127,86.93,5.855,3.244,0.3446
133.210257,70.3,5.602,5.815,0.3069
133.042562,71.67,5.57,5.82,0.3084
133.012865,71.81,5.579,5.852,0.3077
156.394601,-28.15,1.405,5.873,0.6573
140.579003,-166.88,3.739,4.73,0.4624
136.519182,130.1,4.943,5.616,0.3866
133.128705,72.66,5.594,5.82,0.3093
133.027584,71.66,5.565,5.855,0.3033
133.143282,71.65,5.645,5.782,0.3221
137.921127,93.64,3.621,5.812,0.675
140.283472,177.56,4.411,4.033,0.2816
135.535312,84.16,4.797,5.874,0.2015
132.962602,71.78,5.608,5.89,0.2984
132.992764,70.48,5.604,5.824,0.3013
133.02233,71.88,5.559,5.847,0.3079
142.272759,-177.65,3.528,5.374,0.2101
142.818271,29.38,2.855,5.865,0.5759
136.503269,94.29,4.818,4.624,0.4928
133.029864,71.65,5.607,5.813,0.3041
133.256277,72.88,5.729,5.731,0.3267
133.009403,71.33,5.588,5.867,0.3012
154.096353,-86.68,4.309,2.686,0.2239
144.678587,-120.01,3.384,4.457,0.3129
139.280043,-29.27,4.908,5.839,0.3865
133.014638,71.79,5.576,5.846,0.3016
133.007744,71.36,5.592,5.872,0.299
133.021936,71.05,5.57,5.823,0.3008
140.279322,44.77,5.797,3.699,0.2039
137.311099,-137.65,4.483,4.944,0.3042
135.475768,-107.2,5.261,5.051,0.365
133.259315,74.34,5.462,5.892,0.3209
133.13316,72.31,5.601,5.888,0.2965
132.987144,71.65,5.59,5.888,0.2987
137.200208,91.31,5.565,5.338,0.789
135.545788,70.63,5.153,5.213,0.5998
137.489623,-106.09,5.859,4.642,0.2018
133.01719,71.19,5.574,5.853,0.3055
133.030217,70.98,5.585,5.824,0.3024
132.997927,71.97,5.575,5.875,0.2962
144.645693,35.94,2.716,5.853,0.3005
143.229814,-17.79,4.585,4.363,0.2023
135.992629,-131.34,5.758,5.889,0.2003
132.980756,70.88,5.601,5.839,0.2989
133.006422,71.34,5.622,5.835,0.3029
133.012808,71.06,5.617,5.866,0.2973
140.406776,175.74,4.187,5.045,0.2081
214.75342,-152.38,1.483,0.719,0.6389
148.290713,179.61,5.889,5.885,0.7965
135.789139,-142.67,5.886,5.868,0.203
138.234195,35.31,5.856,5.896,0.4771
134.379428,-83.28,5.897,5.896,0.2004
135.668423,-110.58,4.944,5.893,0.2981
157.145454,72.34,1.645,5.9,0.2
169.889008,116.66,5.876,0.131,0.2004
133.666513,58.38,5.817,5.87,0.2267
139.08259,172.68,5.88,5.817,0.3844
139.119987,-0.08,5.897,5.898,0.2456
134.917909,117.33,5.889,5.9,0.2004
133.540974,68.49,5.864,5.9,0.2107
166.484334,176.28,0.289,5.876,0.7885
147.43935,-171.8,5.889,5.869,0.7878
136.441891,-122.2,5.822,5.898,0.5234
133.670944,65.98,5.896,5.895,0.2212
133.836303,63.62,5.769,5.898,0.2146
133.771008,69.77,5.9,5.9,0.2045
133.514487,70.89,5.847,5.787,0.2119
133.418549,71.54,5.845,5.9,0.2129
133.433997,71.57,5.815,5.9,0.2132
133.393562,71.7,5.848,5.9,0.2144
142.431079,145.36,2.999,5.886,0.568
143.051294,-32.76,3.104,5.887,0.4998
135.274992,90.56,4.153,5.888,0.363
133.442519,73.77,5.814,5.898,0.2187
133.342629,72.21,5.87,5.89,0.2162
133.466833,73.08,5.873,5.878,0.2167
167.207051,173.26,5.898,0.556,0.758
140.995832,81.81,5.816,2.901,0.3705
140.039695,-12.99,4.674,4.341,0.373
133.307843,71.96,5.844,5.899,0.2197
133.385336,72.81,5.848,5.894,0.224
133.300405,71.59,5.826,5.899,0.2235
145.250539,7.65,5.864,3.498,0.7621
140.689762,137.12,5.295,4.13,0.6
135.069329,91.2,5.591,4.66,0.3693
133.285693,71.88,5.817,5.899,0.2231
133.332385,70.74,5.776,5.892,0.2238
133.276672,70.71,5.797,5.868,0.229
133.265175,71.12,5.792,5.9,0.2309
133.392698,72.76,5.795,5.86,0.2298
133.523071,69.77,5.804,5.871,0.2294
133.281228,70.6,5.789,5.866,0.2292
167.899607,-179.58,5.895,0.881,0.2023
143.798058,25.65,4.236,5.896,0.7608
137.772405,-46.85,4.772,5.849,0.4431
133.319723,71.37,5.774,5.878,0.2268
133.270584,71.55,5.768,5.896,0.2307
133.266313,71.71,5.787,5.9,0.2298
181.548204,-172.74,0.582,3.918,0.2137
141.357719,6.77,5.77,3.998,0.5472
137.114191,49.08,4.243,4.986,0.5269
133.255769,71.79,5.78,5.896,0.2301
133.234807,71.53,5.702,5.894,0.2383
133.345262,72.64,5.668,5.898,0.2407
148.54017,170.15,3.589,3.302,0.4108
139.187743,139.88,4.929,5.879,0.5481
145.729783,-14.87,5.824,5.847,0.6569
133.3308,72.9,5.725,5.897,0.2382
133.468761,70.22,5.697,5.896,0.2375
133.366376,75.68,5.704,5.883,0.2435
133.43366,72.31,5.691,5.868,0.2359
133.230122,71.26,5.708,5.881,0.2396
133.199693,71.78,5.697,5.896,0.2389
142.641595,-170.16,5.855,3.127,0.4174
135.357839,-95.14,5.897,4.596,0.3947
138.68328,-175.18,5.89,5.599,0.3792
133.330454,72.57,5.711,5.891,0.2415
133.200005,71.35,5.704,5.891,0.2411
133.164046,72.01,5.697,5.882,0.2441
140.768045,-116.43,4.071,4.148,0.673
139.883474,24.06,5.899,4.016,0.2226
136.041941,-81.64,5.093,4.55,0.5533
133.243296,73.21,5.716,5.892,0.2498
133.14494,70.85,5.701,5.868,0.2469
133.168791,71.52,5.687,5.858,0.2471
141.546656,174.12,5.882,3.531,0.204
138.218265,172.18,4.471,4.903,0.3786
137.129189,28.36,4.983,5.585,0.3771
133.196586,71.15,5.685,5.873,0.2455
133.156489,71.17,5.717,5.87,0.2479
133.312202,72.48,5.705,5.857,0.2482
133.412704,70.37,5.692,5.878,0.2486
133.169635,70.75,5.706,5.86,0.2462
133.172815,70.57,5.7,5.867,0.2473
140.248825,-176.22,3.651,5.874,0.4928
143.979535,-14.1,3.407,5.847,0.2263
135.884557,125.93,4.973,5.334,0.2897
133.182622,71.33,5.715,5.869,0.2447
133.324785,72.43,5.711,5.88,0.2446
133.187499,73.48,5.773,5.896,0.254
159.256708,-121.69,0.239,5.88,0.7928
137.977748,-100.87,4.265,5.874,0.6356
133.584019,-73.45,5.873,5.857,0.3795
133.207121,73.87,5.812,5.9,0.2446
133.171852,73.77,5.812,5.889,0.2514
133.193693,73.46,5.793,5.895,0.2512
170.493735,173.65,2.431,2.356,0.7999
140.842211,-176.26,5.685,4.502,0.5168
139.039273,-19.44,5.872,4.862,0.3338
133.222623,72.51,5.766,5.89,0.2513
133.518936,77.79,5.836,5.899,0.2567
133.214529,72.79,5.814,5.898,0.2488
133.163966,71.48,5.701,5.885,0.2457
133.175719,71.16,5.701,5.876,0.2463
133.185057,71.11,5.699,5.865,0.2471
140.445553,82.74,3.898,4.274,0.3463
137.442506,-123.11,4.351,4.936,0.4238
134.435761,100.82,5.291,5.777,0.4131
133.346183,74.67,5.804,5.887,0.2485
133.098248,71.67,5.801,5.891,0.2536
133.064197,70.7,5.858,5.896,0.2532
153.889209,18.13,1.587,5.823,0.7165
139.632601,162.91,5.743,4.554,0.4681
137.078354,112.11,5.885,4.577,0.2291
133.067896,70.8,5.835,5.884,0.2537
